# SGE Quality Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-390	sge/src/main/scalajs/sge/graphics/WebGL20.scala	review-grok	resolved	major	WebGL does not support this GL method. SgeError.GraphicsError is correct behavior for unsupported WebGL operations.	2026-04-01	libgdx
ISS-391	sge/src/main/scalajs/sge/graphics/WebGL20.scala	review-grok	resolved	major	WebGL does not support this GL method. SgeError.GraphicsError is correct behavior for unsupported WebGL operations.	2026-04-01	libgdx
ISS-392	sge/src/main/scalajs/sge/graphics/WebGL20.scala	review-grok	resolved	major	WebGL does not support this GL method. SgeError.GraphicsError is correct behavior for unsupported WebGL operations.	2026-04-01	libgdx
ISS-393	sge/src/main/scalajs/sge/graphics/WebGL30.scala	review-grok	resolved	major	WebGL does not support this GL method. SgeError.GraphicsError is correct behavior for unsupported WebGL operations.	2026-04-01	libgdx
ISS-394	sge/src/main/scalajs/sge/graphics/WebGL30.scala	review-grok	resolved	major	WebGL2 does not support this GL3 method. SgeError.GraphicsError is correct.	2026-04-01	libgdx
ISS-395	sge/src/main/scalajs/sge/graphics/WebGL30.scala	review-grok	resolved	major	WebGL2 does not support this GL3 method. SgeError.GraphicsError is correct.	2026-04-01	libgdx
ISS-396	sge/src/main/scala/sge/graphics/g3d/shaders/DefaultShader.scala	review-grok	resolved	major	Partial attribute support matches LibGDX DefaultShader. Throws on unrecognized attributes with descriptive error.	2026-04-01	libgdx
ISS-397	sge/src/main/scala/sge/graphics/g3d/particles/ParticleShader.scala	review-grok	resolved	major	Partial attribute support matches LibGDX DefaultShader. Throws on unrecognized attributes with descriptive error.	2026-04-01	libgdx
ISS-398	sge/src/main/scala/sge/graphics/g3d/particles/ParticleEffectLoader.scala	review-grok	resolved	major	Verified resolved 2026-03-19	2026-03-19	libgdx
ISS-399	sge/src/test/scalajvm/sge/AndroidGraphicsTest.scala	review-grok	resolved	major	Test stubs use ??? for unexercised methods. Tests verify interfaces compile and methods exist, not full implementation.	2026-04-01	libgdx
ISS-400	sge/src/test/scalajvm/sge/DesktopInterfacesTest.scala	review-grok	resolved	major	Test stubs use ??? for unexercised methods. Tests verify interfaces compile and methods exist, not full implementation.	2026-04-01	libgdx
ISS-401	sge/src/main/scala/sge/utils/TimeUtils.scala	todo	resolved	minor	Millis and Nanos opaque types already exist in sge.utils. Already wired into TimeUtils.	2026-04-01	libgdx
ISS-402	sge/src/main/scala/sge/Input.scala	todo	resolved	minor	Key and Button opaque types already exist in sge.Input. Already used across input APIs.	2026-04-01	libgdx
ISS-403	sge/src/main/scala/sge/graphics/Color.scala	todo	resolved	info	Color opaque types (Red/Green/Blue/Alpha) are a future improvement. Core already uses 57 opaque types. Color remains mutable for rendering pipeline compatibility.	2026-04-01	libgdx
ISS-404	sge/src/main/scala/sge/utils/TimeUtils.scala	todo	resolved	minor	scala-java-time IS a dependency (build.sbt line 115). It provides java.time.* API on JS/Native. TimeUtils uses System.nanoTime/currentTimeMillis which are shim-provided on JS/Native. No migration needed — TimeUtils already works cross-platform.	2026-04-01	libgdx
ISS-405	sge/src/main/scala/sge/utils/Logger.scala	todo	resolved	info	Already integrated: Log.scala facade delegates to LogPlatform which uses scribe on JVM/JS/Native. 21 files use Log.info/warn/error/debug. Dependency is wired and active.	2026-04-01	libgdx
ISS-406	sge/src/main/scala/sge/graphics/g3d/loader/G3dModelLoader.scala	todo	resolved	major	Already migrated: G3dModelLoader uses readJson[G3dModelJson], BaseTmjMapLoader uses readJson[TmjMapJson], Skin uses readJson[Json] AST. All confirmed using jsoniter-scala codec derivation.	2026-04-01	libgdx
ISS-407	sge-extension/textra/src/main/scala/sge/textra/KnownFonts.scala	critical	open	port-gap	all 67 font getters return empty placeholder Fonts — original is 4000+ LOC, ours is 520 LOC facade. No font loads at runtime.	2026-04-10	manual
ISS-408	sge-extension/textra/src/main/scala/sge/textra/FWSkin.scala	critical	open	port-gap	essentially empty (44 LOC vs original 300 LOC). No JSON serialization for Font, FontFamily, BitmapFont, widget styles. Skin-based UI cannot load.	2026-04-10	manual
ISS-409	sge-extension/textra/src/main/scala/sge/textra/FWSkinLoader.scala	critical	open	port-gap	nearly empty (23 LOC vs original 100 LOC). getDependencies() and load() for AssetManager integration missing.	2026-04-10	manual
ISS-410	sge-extension/textra/src/main/scala/sge/textra/TypingLabel.scala	critical	resolved	port-gap	act() and draw() methods missing — typing animation and rendering non-functional. Also missing: input handling, copySelectedText, parseTokens trigger.	2026-04-11	manual
ISS-411	sge-extension/textra/src/main/scala/sge/textra/TextraLabel.scala	critical	resolved	port-gap	draw(Batch,float) missing — the actual rendering call. Nothing paints.	2026-04-11	manual
ISS-412	sge-extension/textra/src/main/scala/sge/textra/TextraButton.scala	critical	resolved	port-gap	draw(), layout(), getPrefWidth/Height() missing. No rendering.	2026-04-11	manual
ISS-413	sge-extension/textra/src/main/scala/sge/textra/TextraDialog.scala	critical	open	port-gap	show(Stage) missing, hide() empty stub, result() never called, key() absent.	2026-04-10	manual
ISS-414	sge-extension/textra/src/main/scala/sge/textra/TextraField.scala	critical	open	port-gap	draw() missing, all key event handling absent, cursor blinking absent, selection rendering absent, updateDisplayText() empty.	2026-04-10	manual
ISS-415	sge-extension/textra/src/main/scala/sge/textra/TextraCheckBox.scala	critical	resolved	port-gap	draw() missing, checkbox image rendering absent, checked state toggle absent.	2026-04-11	manual
ISS-416	sge-extension/textra/src/main/scala/sge/textra/TextraArea.scala	critical	open	port-gap	draw() missing, multi-line input handling absent.	2026-04-10	manual
ISS-417	sge-extension/textra/src/main/scala/sge/textra/TextraListBox.scala	critical	open	port-gap	draw(), input handling, layout(), getPrefWidth/Height() missing.	2026-04-10	manual
ISS-418	sge-extension/textra/src/main/scala/sge/textra/TextraSelectBox.scala	critical	open	port-gap	showScrollPane()/hideScrollPane() empty, draw()/layout()/getPrefWidth/Height() absent, no input handling.	2026-04-10	manual
ISS-419	sge-extension/textra/src/main/scala/sge/textra/TextraTooltip.scala	critical	resolved	port-gap	enter()/exit() tooltipManager hooks missing, positioning logic absent.	2026-04-11	manual
ISS-420	sge-extension/textra/src/main/scala/sge/textra/TextraWindow.scala	critical	open	port-gap	draw() missing, window dragging/resizing absent, keepWithinStage enforcement absent.	2026-04-10	manual
ISS-421	sge-extension/textra/src/main/scala/sge/textra/ImageTextraButton.scala	critical	resolved	port-gap	draw() missing, image+label cell layout absent.	2026-04-11	manual
ISS-422	sge-extension/textra/src/main/scala/sge/textra/Font.scala	major	resolved	port-gap	missing ~15 constructors (FileHandle/TextureRegion/BitmapFont/String[] variants), missing addAtlas(TextureAtlas), missing aligned drawGlyphs overloads, calculateSize simplified, handleEllipsis simplified.	2026-04-11	manual
ISS-423	sge-extension/textra/src/main/scala/sge/textra/utils/ColorUtils.scala	major	resolved	port-gap	describe() stub — only single-name lookup. Missing full adjective-noun HSL parsing (DARK/LIGHT/RICH/DULL modifiers). All descriptive color names in markup fail.	2026-04-11	manual
ISS-424	sge-extension/textra/src/main/scala/sge/textra/EmojiProcessor.scala	major	resolved	port-gap	simplified regex misses ~70-80pct of modern emoji: no skin tones, no ZWJ sequences (~400+), no regional indicator flags, no Emoji 12-14.	2026-04-11	manual
ISS-425	sge-extension/anim8/src/main/scala/sge/anim8/PaletteReducer.scala	critical	open	port-gap	6.1% ported (366 vs 5989 LOC). analyze() is a no-op stub returning default palette. 23+ reduce methods missing. 9 color difference methods missing. All palette manipulation methods missing. Extension is functionally broken.	2026-04-10	manual
ISS-426	sge-extension/anim8/src/main/scala/sge/anim8/AnimatedGif.scala	critical	open	port-gap	29.4% ported (696 vs 2369 LOC). 19 of 22 dither analyze methods missing — only NONE/PATTERN/GRADIENT_NOISE/WREN implemented. Each missing method has unique error-diffusion logic.	2026-04-10	manual
ISS-427	sge-extension/anim8/src/main/scala/sge/anim8/PNG8.scala	critical	open	port-gap	6.3% ported (524 vs 8351 LOC). 44 dithered write methods missing (22 single-image + 22 animated). writeDithered() is 2-line stub ignoring dither algorithm. Palette editing methods missing.	2026-04-10	manual
ISS-428	sge-extension/controllers/src/main/scala/sge/controllers/GlfwControllerBackend.scala	critical	resolved	port-gap	JVM platform completely non-functional — pollControllerImpl defaults to Disconnected. No scalajvm/ source wires Panama FFM downcalls for GLFW joystick functions. Controllers never detected on JVM.	2026-04-11	manual
ISS-429	sge-extension/controllers/src/main/scala/sge/controllers/DefaultControllerManager.scala	major	resolved	port-gap	Listener event consumption broken — buttonDown/Up/AxisMoved return values discarded, events never consumed. Original uses if(listener.buttonDown(...)) break. Also: vibration stubbed on all platforms, no dispose mechanism.	2026-04-10	manual
ISS-430	sge-extension/controllers/src/main/scalajs/sge/controllers/BrowserControllerImpl.scala	major	resolved	port-gap	Analog button values lost — only reads pressed (boolean), discards float pressure values for analog triggers. Original GWT backend tracked float values with 0.5 threshold.	2026-04-11	manual
ISS-431	sge-extension/controllers/	critical	open	port-gap	Android controller backend not ported — AndroidControllers.java (402 LOC), AndroidController.java (223 LOC), AndroidControllerEvent.java, AndroidControllerMapping.java all unported. Android is a baseline platform.	2026-04-10	manual
ISS-432	sge-extension/gltf/src/main/scala/sge/gltf/loaders/shared/GLTFLoaderBase.scala	critical	resolved	port-gap	Returns bare Model instead of SceneAsset — loses all scene structure (cameras, lights, multi-scene, textures, pixmaps). loadLights() missing. No SceneModel creation. No NodePlus usage. Central loading pipeline broken.	2026-04-11	manual
ISS-433	sge-extension/gltf/src/main/scala/sge/gltf/loaders/shared/material/PBRMaterialLoader.scala	critical	resolved	port-gap	40% ported (87 vs 219 LOC). No emissive/normal/occlusion/metallicRoughness textures. No PBRColorAttribute/PBRFloatAttribute/PBRTextureAttribute. ALL 8 KHR_materials_* extensions missing. All materials render wrong.	2026-04-11	manual
ISS-434	sge-extension/gltf/	critical	open	port-gap	Exporters package entirely missing — 10 files, ~1614 LOC (GLTFExporter, GLTFMaterialExporter, GLTFMeshExporter, GLTFAnimationExporter, GLTFBinaryExporter, GLTFLightExporter, GLTFCameraExporter, GLTFSkinExporter, GLTFExportTypes, GLTFExporterConfig).	2026-04-10	manual
ISS-435	sge-extension/gltf/src/main/scala/sge/gltf/loaders/shared/animation/AnimationLoader.scala	major	resolved	port-gap	Cubic spline uses Vector3/Quaternion instead of CubicVector3/CubicQuaternion — loses tangent data. NodeAnimationHack interpolation modes not set. Weight animation throws instead of loading.	2026-04-11	manual
ISS-436	sge-extension/gltf/src/main/scala/sge/gltf/loaders/shared/geometry/MeshLoader.scala	major	resolved	port-gap	Morph targets block entirely missing (primitive.targets). No NodePlus weights. No BlenderShapeKeys.parse call. RGB odd attribute handling missing. Tangent computation skipped.	2026-04-11	manual
ISS-437	sge-extension/gltf/src/main/scala/sge/gltf/scene3d/shaders/PBRShaderProvider.scala	major	resolved	port-gap	Missing vertex attribute validation block (numBoneInfluence, numMorphTarget, numColor warnings/errors, light count validation). Missing projViewTransUniform/projViewTransSetter.	2026-04-10	manual
ISS-438	sge-extension/gltf/src/main/scala/sge/gltf/data/GLTFExtensions.scala	major	resolved	port-gap	get[T] never deserializes from raw JSON — only returns pre-set values. Material extensions (KHR_materials_*) from GLTF JSON never parse. Blocks PBRMaterialLoader and BlenderShapeKeys.	2026-04-11	manual
ISS-439	sge-extension/gltf/	major	resolved	port-gap	Missing AssetManager integration: GLBAssetLoader.java, GLTFAssetLoader.java, SceneAssetLoaderParameters.java not ported.	2026-04-11	manual
ISS-440	sge-extension/gltf/src/main/scala/sge/gltf/scene3d/scene/Scene.scala	minor	resolved	port-gap	Missing constructor Scene(SceneModel, String...rootNodeIds) for loading partial scenes by root node IDs.	2026-04-10	manual
ISS-441	sge-extension/colorful/src/main/scala/sge/colorful/	critical	open	port-gap	19% ported (10932 vs 58185 LOC). ColorfulBatch classes gutted from ~1400 LOC full Batch implementations to ~100 LOC shader constants (7 color spaces = ~9800 LOC missing). ColorfulSprite classes gutted from ~900 LOC to ~39 LOC data holders (7 spaces = ~6300 LOC missing). ColorTools missing ~35 methods per color space (saturation, lightness, hue, toEditedFloat, randomColor, randomEdit, clamp, int channel accessors, etc).	2026-04-10	manual
ISS-442	sge-extension/colorful/	minor	open	port-gap	Missing files: rgb/SimplePalette, oklab/TextureArrayColorfulBatch, rgb/TextureArrayColorfulBatch (3 files not ported).	2026-04-10	manual
ISS-443	sge-extension/visui/src/main/scala/sge/visui/util/dialog/Dialogs.scala	major	resolved	port-gap	Missing ConfirmDialog[T] generic, DetailsDialog (showErrorDialog ignores details param entirely), InputDialog validator support (3 of 4 overloads missing). Return types downgraded from specific dialog classes to generic VisDialog.	2026-04-10	manual
ISS-444	sge-extension/visui/src/main/scala/sge/visui/widget/HighlightTextArea.scala	major	resolved	port-gap	Entire highlight rendering pipeline missing: no Chunk class, no calculateOffsets(), no drawText() override, no updateDisplayText(). Highlighter data model is ported but produces no visual effect.	2026-04-11	manual
ISS-445	sge-extension/visui/src/main/scala/sge/visui/widget/VisTextField.scala	major	resolved	port-gap	Missing VisUI-specific features: readOnly mode, ignoreEqualsTextChange, cursorPercentHeight, beforeChangeEventFired() hook (needed by VisValidatableTextField auto-validation), CursorManager integration.	2026-04-10	manual
ISS-446	sge-extension/visui/src/main/scala/sge/visui/widget/VisValidatableTextField.scala	major	resolved	port-gap	Auto-validation broken: beforeChangeEventFired() hook missing from base TextField, so validation only runs on manual validateInput() call, not on user typing.	2026-04-10	manual
ISS-447	sge-extension/visui/src/main/scala/sge/visui/layout/DragPane.scala	major	resolved	port-gap	Draggable IS ported but DragPane integration missing: no getDraggable/setDraggable, no DefaultDragListener inner class (~300 LOC with hit-testing, group-type methods), no doOnAdd(). Stale covenant claim says Draggable not ported.	2026-04-11	manual
ISS-448	sge-extension/visui/src/main/scala/sge/visui/widget/VisImageTextButton.scala	minor	resolved	port-gap	Missing Orientation enum (TEXT_RIGHT/LEFT/TOP/BOTTOM) and setOrientation/addActorsBasedOnOrientation. Image+label always arranged left-to-right.	2026-04-10	manual
ISS-449	sge-extension/visui/src/main/scala/sge/visui/util/adapter/ArrayAdapter.scala	minor	resolved	port-gap	Missing removeRange(start,end), removeAll(array,identity), and 3 addAll overloads.	2026-04-10	manual
ISS-450	sge/src/main/scala/sge/utils/PropertiesUtils.scala	minor	resolved	port-gap	Missing store(ObjectMap,Writer,String) method and private helpers (dumpString,writeComment). load() delegates to java.util.Properties instead of hand-written parser.	2026-04-10	manual
ISS-451	sge/src/main/scala/sge/utils/Timer.scala	major	resolved	port-gap	app.addLifecycleListener, app.removeLifecycleListener, and app.postRunnable are commented out. Posted tasks will not execute on the main thread.	2026-04-10	manual
ISS-452	sge/src/main/scala/sge/utils/	minor	resolved	port-gap	Compression subpackage: 13 Java files (lzma/,lz4/) have pass entries in audit DB but no Scala source files on disk. Stale audit entries or missing port.	2026-04-10	manual
ISS-453	sge/src/main/scala/sge/math/Vectors.scala	major	resolved	port-gap	Vector3 missing 7 methods: mul4x3, traMul(Matrix4), traMul(Matrix3), unrotate, untransform, rotateDeg(Vector3,Float), rotateRad(Vector3,Float). Vector4 isOnLine uses simplified dot-product instead of per-component ratio.	2026-04-10	manual
ISS-454	sge/src/main/scala/sge/math/Octree.scala	major	resolved	port-gap	Frustum query missing early-exit guard (Intersector.intersectFrustumBounds). Traverses ALL nodes regardless of frustum intersection — O(n) instead of O(log n). Stale placeholder comment says Frustum methods unavailable but they ARE available.	2026-04-10	manual
ISS-455	sge/src/main/scala/sge/math/GeometryUtils.scala	minor	resolved	port-gap	Missing 3 public utility methods: ensureClockwise (2 overloads), reverseVertices (standalone), isCCW. Complement to existing ensureCCW/isClockwise.	2026-04-10	manual
ISS-456	sge/src/main/scala/sge/graphics/g3d/particles/	major	open	port-gap	3D particle JSON serialization systematically omitted across 17 files — write(Json)/read(Json) methods missing from all ParticleControllerComponent, Influencer, Value, SpawnShapeValue subclasses. Blocks loading/saving 3D particle effects via JSON. ~200 LOC to port.	2026-04-10	manual
ISS-457	sge-extension/physics/src/main/scala/sge/physics/	critical	open	port-gap	Physics replaces Box2D with Rapier2D but only exposes 3 of 11 joint types. Missing: Distance, Friction, Gear, Motor, Mouse, Pulley, Rope, Wheel joints. Missing Edge/Chain shapes. Missing pre/post-solve contact callbacks, mass/inertia queries, contact filtering, destruction listener, joint limits/motors. 232 LOC vs Box2D's 30000+ LOC (incl JBox2D). API surface covers ~40% of Box2D functionality.	2026-04-10	manual
ISS-458	sge/src/main/scalajvm/sge/net/AndroidNet.scala	major	resolved	port-gap	HTTP backend is noop on Android — TODO to replace with OkHttp or HttpURLConnection. No HTTP requests can be made from Android apps.	2026-04-10	manual
ISS-459	sge/src/main/scalanative/sge/graphics/AngleGL30Native.scala	minor	resolved	port-gap	glMapBufferRange returns fresh buffer instead of mapping native pointer directly — TODO on line 243.	2026-04-10	manual
