# SGE Audit Database
# file_path	package	status	tested	last_audited	notes
Actions.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 44 factory methods accounted for: `action`, `registerAction`, `addAction` (x2), `removeAction` (x2), `moveTo` (x3), `moveToAligned` (x3), `moveBy` (x3), `sizeTo` (x3), `sizeBy` (x3), `scaleTo` (x3), `scaleBy` (x3), `rotateTo` (x3), `rotateBy` (x3), `color` (x3), `alpha` (x3), `fadeOut` (x2), `fadeIn` (x2), `show`, `hide`, `visible`, `touchable`, `removeActor` (x2), `delay` (x2), `timeScale`, `sequence` (x7 + varargs + no-arg), `parallel` (x7 + varargs + no-arg), `repeat`, `forever`, `run`, `layout`, `after`, `addListener` (x2), `removeListener` (x2), `targeting`. Static `ACTION_POOLS` val.; None. All 27 registered pool types match Java. All factory method signatures match 1:1.
AddAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `act`, `getAction`, `setAction`, `restart`, `reset`.
AddListenerAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `act`, `getListener`, `setListener`, `getCapture`, `setCapture`, `reset`.
AfterAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `setTarget`, `restart`, `delegate`.
AlphaAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `begin`, `update`, `reset`, `getColor`, `setColor`, `getAlpha`, `setAlpha`.
ColorAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `begin`, `update`, `reset`, `getColor`, `setColor`, `getEndColor`, `setEndColor`.
CountdownEventAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 1 method: `handle`. Constructor params: `eventClass`, `count`.
DelayAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 7 methods: `delegate`, `finish`, `restart`, `getTime`, `setTime`, `getDuration`, `setDuration`.
DelegateAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 8 methods: `setAction`, `getAction`, `delegate`, `act`, `restart`, `reset`, `setActor`, `setTarget`, `toString`.
EventAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `restart`, `setTarget`, `handle`, `act`, `isActive`, `setActive`. Inner anonymous `EventListener` listener. Constructor param `eventClass`.
FinishableAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 1 method: `finish`.; None. Exact 1:1 port.
FloatAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 8 methods: `begin`, `update`, `getValue`, `setValue`, `getStart`, `setStart`, `getEnd`, `setEnd`. 4 constructors: no-arg, (start, end), (start, end, duration), (start, end, duration, interpolation).
IntAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 8 methods: `begin`, `update`, `getValue`, `setValue`, `getStart`, `setStart`, `getEnd`, `setEnd`. 4 constructors matching FloatAction pattern.
LayoutAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 4 methods: `setTarget`, `act`, `isEnabled`, `setLayoutEnabled`.; None. Layout trait is now ported; `setTarget` validates actor type and `act` calls `setLayoutEnabled`. This blocks proper layout-enable/disable actions.
MoveByAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `updateRelative`, `setAmount`, `getAmountX`, `setAmountX`, `getAmountY`, `setAmountY`.
MoveToAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 13 methods: `begin`, `update`, `setStartPosition`, `setPosition` (x2), `getX`, `setX`, `getY`, `setY`, `getStartX`, `getStartY`, `getAlignment`, `setAlignment`, `reset`.
ParallelAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 11 methods: `act`, `restart`, `reset`, `addAction`, `setActor`, `getActions`, `toString`. 6 constructors: no-arg through 5-arg.
RelativeTemporalAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `begin`, `update`, `updateRelative`.; None. Exact 1:1 port.
RemoveAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 4 methods: `act`, `getAction`, `setAction`, `reset`.
RemoveActorAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 2 methods: `act`, `restart`.
RemoveListenerAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `act`, `getListener`, `setListener`, `getCapture`, `setCapture`, `reset`.
RepeatAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `delegate`, `finish`, `restart`, `setCount`, `getCount`. Companion object with `FOREVER` constant.
RotateByAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `updateRelative`, `getAmount`, `setAmount`.
RotateToAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `begin`, `update`, `getRotation`, `setRotation`, `isUseShortestDirection`, `setUseShortestDirection`. 2 constructors: no-arg, (useShortestDirection).
RunnableAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `act`, `run`, `restart`, `reset`, `getRunnable`, `setRunnable`.
ScaleByAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 6 methods: `updateRelative`, `setAmount` (x2), `getAmountX`, `setAmountX`, `getAmountY`, `setAmountY`.
ScaleToAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 7 methods: `begin`, `update`, `setScale` (x2), `getX`, `setX`, `getY`, `setY`.
SequenceAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 2 methods: `act`, `restart`. 6 constructors: no-arg through 5-arg.
SizeByAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `updateRelative`, `setAmount`, `getAmountWidth`, `setAmountWidth`, `getAmountHeight`, `setAmountHeight`.
SizeToAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 5 methods: `begin`, `update`, `setSize`, `getWidth`, `setWidth`, `getHeight`, `setHeight`.
TemporalAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 15 methods: `act`, `begin`, `end`, `update`, `finish`, `restart`, `reset`, `getTime`, `setTime`, `getDuration`, `setDuration`, `getInterpolation`, `setInterpolation`, `isReverse`, `setReverse`, `isComplete`. 3 constructors: no-arg, (duration), (duration, interpolation).
TimeScaleAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `delegate`, `getScale`, `setScale`.
TouchableAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `act`, `getTouchable`, `setTouchable`.
VisibleAction.scala	scenes.scene2d.actions	pass	no	2026-03-19	All 3 methods: `act`, `isVisible`, `setVisible`.
Button.scala	scenes.scene2d.ui	minor_issues	no	2026-03-19	All public methods present including `setChecked`, `toggle`, `isPressed`, `isOver`, `getClickListener`, `isDisabled`, `setDisabled`, `setProgrammaticChangeEvents`, `getProgrammaticChangeEvents`, `setStyle`, `getStyle`, `getButtonGroup`, `draw`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`.; `// TODO: requestRendering - draw doesn't have 'using Sge' context`; `requestRendering` TODO in `draw()` method. Minor — needs architectural change to add `using Sge` to draw.
ButtonGroup.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `add`, `remove`, `clear`, `setMinCheckCount`, `setMaxCheckCount`, `setUncheckLast`, `canCheck`, `getChecked`, `getCheckedIndex`, `getAllChecked`, `getButtons`, `setButtons`.
Cell.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present. Full builder API: `size`, `width`, `height`, `minSize`, `minWidth`, `minHeight`, `prefSize`, `prefWidth`, `prefHeight`, `maxSize`, `maxWidth`, `maxHeight`, `space`, `spaceTop/Left/Bottom/Right`, `pad`, `padTop/Left/Bottom/Right`, `fill`, `fillX`, `fillY`, `align`, `center`, `top`, `left`, `bottom`, `right`, `grow`, `growX`, `growY`, `expand`, `expandX`, `expandY`, `colspan`, `uniform`, `uniformX`, `uniformY`, `setActorBounds`, getters/setters for bounds, `getColumn`, `getRow`, value getters, `clear`, `reset`, `set`, `merge`, `toString`, `defaults`.; None. The `defaults()` singleton pattern uses `_creatingDefaults` guard instead of `Gdx.files` check.
CheckBox.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `getStyle`, `draw`, `getImage`, `getImageCell`, `getLabel`, `getLabelCell`, `getImageDrawable`.
Container.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present. Large builder API with `size`, `width`, `height`, `minSize`, `minWidth`, `minHeight`, `prefSize`, `prefWidth`, `prefHeight`, `maxSize`, `maxWidth`, `maxHeight`, `pad`, `padTop/Left/Bottom/Right`, `fill`, `fillX`, `fillY`, `align`, `center`, `top`, `left`, `bottom`, `right`, `background`, `clip`, `setActor`, `getActor`, `removeActor`, `layout`, `draw`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `getMaxWidth`, `getMaxHeight`.
Dialog.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `key`, `button` (multiple overloads), `show`, `hide`, `setObject`, `result`, `cancel`, `getContentTable`, `getButtonTable`, `getTitleLabel`, `getTitleTable`.
HorizontalGroup.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `invalidate`, `layout`, `getPrefWidth`, `getPrefHeight`, `getRows`, `setRound`, `reverse` (0-arg + boolean), `getReverse`, `wrapReverse` (0-arg + boolean), `getWrapReverse`, `space`, `getSpace`, `wrapSpace`, `getWrapSpace`, `pad` (1-arg + 4-arg), `padTop`, `padLeft`, `padBottom`, `padRight`, `getPadTop`, `getPadLeft`, `getPadBottom`, `getPadRight`, `align`, `center`, `top`, `left`, `bottom`, `right`, `getAlign`, `fill` (0-arg + float), `getFill`, `expand` (0-arg + boolean), `getExpand`, `grow`, `wrap` (0-arg + boolean), `getWrap`, `rowAlign`, `rowCenter`, `rowTop`, `rowLeft`, `rowBottom`, `rowRight`, `drawDebugBounds`.; `// TODO: uncomment when ShapeRenderer.rectangle with transform params is ported` (drawDebugBounds uses simplified rectangle call); None significant. The `drawDebugBounds` uses a simplified rectangle call without transform parameters, noted with TODO.
Image.scala	scenes.scene2d.ui	pass	no	2026-03-19	All major methods present including Skin constructor and `setDrawable(Skin, String)`.
ImageButton.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `newImage`, `setStyle`, `getStyle`, `getImageDrawable`, `updateImage`, `draw`, `getImage`, `getImageCell`, `toString`.
ImageTextButton.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `newImage`, `newLabel`, `setStyle`, `getStyle`, `getImageDrawable`, `updateImage`, `draw`, `getImage`, `getImageCell`, `getLabel`, `getLabelCell`, `setText`, `getText`, `toString`.
Label.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `setStyle`, `getStyle`, `setText`, `getText`, `textEquals`, `getGlyphLayout`, `setWrap`, `getWrap`, `setAlignment`, `getAlignment`, `setFontScale`, `getFontScaleX`, `getFontScaleY`, `setFontScaleX`, `setFontScaleY`, `setEllipsis`, `layout`, `draw`, `getPrefWidth`, `getPrefHeight`, `toString`.
ParticleEffectActor.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors, `draw`, `act`, `start`, `isRunning`, `allowCompletion`, `getEffect`, `setPosition`, `setAutoRemove`, `isAutoRemove`, `setResetOnStart`, `getResetOnStart`.
ProgressBar.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `draw`, `getMinValue`, `getMaxValue`, `getValue`, `getVisualValue`, `getPercent`, `getVisualPercent`, `setValue`, `setRange`, `setStepSize`, `getStepSize`, `getPrefWidth`, `getPrefHeight`, `setVisualInterpolation`, `setAnimateDuration`, `setAnimateInterpolation`, `isVertical`, `setRound`, `isDisabled`, `setDisabled`, `getBackgroundDrawable`, `getKnobDrawable`, `getKnobBeforeDrawable`, `getKnobAfterDrawable`.
ScrollPane.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setScrollbarsVisible`, `cancelTouchFocusMethod` (renamed from `cancelTouchFocus()` to avoid field collision), `cancel`, `clamp`, `setStyle`, `getStyle`, `act`, `layout`, `draw`, `fling`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `setActor`, `getActor`, `setWidget`/`getWidget` (aliases), `addActor`, `addActorAt`, `addActorBefore`, `addActorAfter`, `removeActor`, `removeActorAt`, `hit`, `setScrollX`, `getScrollX`, `setScrollY`, `getScrollY`, `updateVisualScroll`, `getVisualScrollX`, `getVisualScrollY`, `getVisualScrollPercentX`, `getVisualScrollPercentY`, `getScrollPercentX`, `setScrollPercentX`, `getScrollPercentY`, `setScrollPercentY`, `setFlickScroll`, `setFlickScrollTapSquareSize`, `scrollTo` (2 overloads), `getMaxX`, `getMaxY`, `getScrollBarHeight`, `getScrollBarWidth`, `getScrollWidth`, `getScrollHeight`, `isScrollX`, `isScrollY`, `setScrollingDisabled`, `isScrollingDisabledX`, `isScrollingDisabledY`, `isLeftEdge`, `isRightEdge`, `isTopEdge`, `isBottomEdge`, `isDragging`, `isPanning`, `isFlinging`, `setVelocityX`, `getVelocityX`, `setVelocityY`, `getVelocityY`, `setOverscroll`, `setupOverscroll`, `getOverscrollDistance`, `setForceScroll`, `isForceScrollX`, `isForceScrollY`, `setFlingTime`, `setClamp`, `setScrollBarPositions`, `setFadeScrollBars`, `setupFadeScrollBars`, `getFadeScrollBars`, `setScrollBarTouch`, `setSmoothScrolling`, `setScrollbarsOnTop`, `getVariableSizeKnobs`, `setVariableSizeKnobs`, `setCancelTouchFocus`, `drawDebug`. `ScrollPaneStyle` inner class complete.
SelectBox.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `newScrollPane`, `setMaxListCount`, `getMaxListCount`, `setStyle`, `getStyle`, `setItems` (varargs + DynamicArray), `clearItems`, `getItems`, `layout`, `getBackgroundDrawable`, `getFontColor`, `draw`, `drawItem`, `setAlignment`, `getSelection`, `getSelected`, `setSelected`, `getSelectedIndex`, `setSelectedIndex`, `setSelectedPrefWidth`, `getSelectedPrefWidth`, `getMaxSelectedPrefWidth`, `setDisabled`, `isDisabled`, `getPrefWidth`, `getPrefHeight`, `showList`/`showScrollPane`, `hideList`/`hideScrollPane`, `getList`, `setScrollingDisabled`, `getScrollPane`, `isOver`, `getClickListener`, `onShow`, `onHide`.
SgeList.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `layout`, `draw`, `drawSelection`, `drawBackground`, `drawItem`, `getSelection`, `setSelection`, `getSelected`, `setSelected`, `getSelectedIndex`, `setSelectedIndex`, `getOverItem`, `getPressedItem`, `getItemAt`, `getItemIndexAt`, `setItems`, `clearItems`, `getItems`, `getItemHeight`, `getPrefWidth`, `getPrefHeight`, `itemToString` (renamed from `toString(T)` to avoid conflict), `setCullingArea`, `getCullingArea`, `setAlignment`, `getAlignment`, `setTypeToSelect`, `getKeyListener`.; None. Missing varargs is acceptable since DynamicArray is the primary collection type.
Skin.scala	scenes.scene2d.ui	minor_issues	no	2026-03-19	All core methods present: constructors, `load`, `addRegions`, `add`, `remove`, `get`, `optional`, `has`, `getAll`, `getColor`, `getFont`, `getRegion`, `getRegions`, `getTiledDrawable`, `getPatch`, `getSprite`, `getDrawable`, `find`, `newDrawable` (multiple overloads), `scale`, `setScale`, `setEnabled` (renamed from `setEnabledReflection`), `getAtlas`, `close` (renamed from `dispose`).; Style field setting uses Java reflection (`getDeclaredFields`, `getDeclaredField`); needs compile-time approach for JS/Native targets.; JSON loading implementation differs architecturally from Java (uses direct parsing instead of Json serializers). `getJsonClassTags` not ported. Java reflection dependency for style field setting is a known cross-platform concern. Minor since core functionality works on JVM.
Slider.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `getSliderStyle`, `isOver`, `getBackgroundDrawable`, `getKnobDrawable`, `getKnobBeforeDrawable`, `getKnobAfterDrawable`, `calculatePositionAndValue`, `snap`, `setSnapToValues`, `getSnapToValues`, `getSnapToValuesThreshold`, `isDragging`, `setButton`, `setVisualInterpolationInverse`, `setVisualPercent`.
SplitPane.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `layout`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `setVertical`, `isVertical`, `draw`, `setSplitAmount`, `getSplitAmount`, `clampSplitAmount`, `getMinSplitAmount`, `setMinSplitAmount`, `getMaxSplitAmount`, `setMaxSplitAmount`, `setFirstWidget`, `setSecondWidget`, `addActor` (throws), `addActorAt` (throws), `addActorBefore` (throws), `removeActor`, `removeActorAt`, `isCursorOverHandle`.
Stack.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors, `invalidate`, `layout`, `add`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `getMaxWidth`, `getMaxHeight`.
Styleable.scala	scenes.scene2d.ui	pass	no	2026-03-19	Exact match. `setStyle`, `getStyle` methods. Java `Styleable<S>` interface -> Scala `Styleable[S]` trait.
Table.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present. Core API: `draw`, `setBackground` (Drawable + String), `background`, `getBackground`, `hit`, `clip`, `setClip`, `getClip`, `invalidate`, `add` (Actor, varargs, no-arg, CharSequence x4), `stack`, `removeActor`, `removeActorAt`, `clearChildren`, `reset`, `row`, `columnDefaults`, `getCell`, `getCells`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `defaults`, `pad`/`padTop`/`padLeft`/`padBottom`/`padRight` (Value + Float overloads), `align`, `center`, `top`, `left`, `bottom`, `right`, `setDebug`, `debug`, `debugAll`, `debugTable`, `debugCell`, `debugActor`, `getTableDebug`, getters for pad values, `getAlign`, `getRow`, `setRound`, `getRows`, `getColumns`, `getRowHeight`, `getRowMinHeight`, `getRowPrefHeight`, `getColumnWidth`, `getColumnMinWidth`, `getColumnPrefWidth`, `layout`, `drawDebug`, `getSkin`, `setSkin`.
TextArea.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `setPrefRows`, `getPrefHeight`, `getLines`, `newLineAtEnd`, `moveCursorLine`, `setSelection`, `getCursorLine`, `getFirstLineShowing`, `getLinesShowing`, `getCursorX`, `getCursorY`.
TextButton.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `newLabel`, `getLabel`, `getLabelCell`, `setText`, `getText`, `toString`, `draw`.
TextField.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setMaxLength`, `getMaxLength`, `setAutocompleteOptions`, `setKeyboardType`, `setPreventAutoCorrection`, `setOnlyFontChars`, `setStyle`, `getStyle`, `draw`, `copy`, `cut`, `next`, `getDefaultInputListener`, `setTextFieldListener`, `setTextFieldFilter`, `getTextFieldFilter`, `setFocusTraversal`, `getFocusTraversal`, `getMessageText`, `setMessageText`, `appendText`, `setText`, `getText`, `setProgrammaticChangeEvents`, `getProgrammaticChangeEvents`, `getSelectionStart`, `getSelection`, `setSelection`, `selectAll`, `clearSelection`, `setCursorPosition`, `getCursorPosition`, `getOnscreenKeyboard`, `setOnscreenKeyboard`, `setClipboard`, `getPrefWidth`, `getPrefHeight`, `setAlignment`, `getAlignment`, `setPasswordMode`, `isPasswordMode`, `setPasswordCharacter`, `setBlinkTime`, `setDisabled`, `isDisabled`.
TextTooltip.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `newLabel`, `setStyle`, `getStyle`. `TextTooltipStyle` inner class complete.
Tooltip.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors, `enter`, `exit`, `setActor`, `getActor`, `setInstant`, `setAlways`, `setTouchable`, `getContainer`, `getManager`.
TooltipManager.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods and fields present: `getInstance`, `instant`, `showAction`, `hideAction`, `initialTime`, `resetTime`, `subsequentTime`, `offsetX`, `offsetY`, `edgeDistance`, `maxWidth`, `animations`, `touchDown`, `enter`, `hide`, `resetTask`.
Touchpad.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors, `setStyle`, `getStyle`, `draw`, `layout`, `getPrefWidth`, `getPrefHeight`, `isTouched`, `setResetOnTouchUp`, `getKnobX`, `getKnobY`, `getKnobPercentX`, `getKnobPercentY`, `setDeadzone`.
Tree.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `add`, `insert`, `remove`, `clearChildren`, `invalidate`, `layout`, `draw`, `getNodeAt`, `selectAll`, `getSelection`, `getSelectedNode`, `getSelectedValue`, `getRootNodes`, `getNodes`, `updateRootNodes`, `getOverNode`, `getOverValue`, `setOverNode`, `setPadding` (2 overloads), `setIndentSpacing`, `getIndentSpacing`, `setYSpacing`, `getYSpacing`, `setIconSpacing`, `getPrefWidth`, `getPrefHeight`, `findExpandedValues`, `restoreExpandedValues`, `findNode`, `collapseAll`, `expandAll`, `getClickListener`.
Value.scala	scenes.scene2d.ui	pass	no	2026-03-19	All abstract class methods and static fields present: `get`, `zero`, `minWidth`, `minHeight`, `prefWidth`, `prefHeight`, `maxWidth`, `maxHeight`, `percentWidth`, `percentHeight`, `Fixed` inner class with `valueOf` cache.
VerticalGroup.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `invalidate`, `layout`, `getPrefWidth`, `getPrefHeight`, `getColumns`, `setRound`, `reverse` (0-arg + boolean), `getReverse`, `space`, `getSpace`, `wrapSpace`, `getWrapSpace`, `pad` (1-arg + 4-arg), `padTop`, `padLeft`, `padBottom`, `padRight`, `getPadTop`, `getPadLeft`, `getPadBottom`, `getPadRight`, `align`, `center`, `top`, `left`, `bottom`, `right`, `getAlign`, `fill` (0-arg + float), `getFill`, `expand` (0-arg + boolean), `getExpand`, `grow`, `wrap` (0-arg + boolean), `getWrap`, `columnAlign`, `columnCenter`, `columnTop`, `columnLeft`, `columnBottom`, `columnRight`, `drawDebugBounds`.; `// TODO: uncomment when ShapeRenderer.rectangle with transform params is ported` (drawDebugBounds); None significant. Same drawDebugBounds TODO as HorizontalGroup.
Widget.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `setLayoutEnabled`, `validate`, `invalidate`, `invalidateHierarchy`, `pack`, `layout`, `needsLayout`, `sizeChanged`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `getMaxWidth`, `getMaxHeight`.
WidgetGroup.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: `setLayoutEnabled`, `validate`, `invalidate`, `invalidateHierarchy`, `pack`, `layout`, `needsLayout`, `sizeChanged`, `getPrefWidth`, `getPrefHeight`, `getMinWidth`, `getMinHeight`, `getMaxWidth`, `getMaxHeight`, `childrenChanged`.
Window.scala	scenes.scene2d.ui	pass	no	2026-03-19	All public methods present: constructors (including Skin), `setStyle`, `getStyle`, `keepWithinStageMethod` (renamed from `keepWithinStage()` to avoid field collision), `draw`, `act`, `setMovable`, `isMovable`, `setModal`, `isModal`, `setResizable`, `isResizable`, `setResizeBorder`, `isDragging`, `isKeepWithinStage`, `setKeepWithinStage`, `getPrefWidth`, `getPrefHeight`, `getTitleLabel`, `getTitleTable`.
ActorGestureListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 12 public methods accounted for: `handle`, `touchDown`, `touchUp`, `tap`, `longPress`, `fling`, `pan`, `panStop`, `zoom`, `pinch`, `getGestureDetector`, `getTouchDownTarget`. Both constructors present.
ArraySelection.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 5 public methods accounted for: `choose`, `changed`, `getRangeSelect`, `setRangeSelect`, `validate`. Constructor faithfully ported.
BaseDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 17 public methods accounted for: `draw`, 6 getter/setter pairs for leftWidth/rightWidth/topHeight/bottomHeight/minWidth/minHeight, `getName`, `setName`, `toString`. Both constructors present.
ChangeListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 2 public members: `handle`, `changed`. Inner class `ChangeEvent` present.
ClickListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 22 public methods accounted for: `touchDown`, `touchDragged`, `touchUp`, `enter`, `exit`, `cancel`, `clicked`, `isOver(Actor,Float,Float)`, `inTapSquare(Float,Float)`, `inTapSquare()`, `invalidateTapSquare`, `isPressed`, `isVisualPressed`, `setVisualPressed`, `isOver`, `setTapSquareSize`, `getTapSquareSize`, `setTapCountInterval`, `getTapCount`, `setTapCount`, `getTouchDownX`, `getTouchDownY`, `getPressedButton`, `getPressedPointer`, `getButton`, `setButton`. Static `visualPressedDuration` in companion object.
Cullable.scala	scenes.scene2d.utils	pass	no	2026-03-19	Single method `setCullingArea` faithfully ported.
Disableable.scala	scenes.scene2d.utils	pass	no	2026-03-19	Both methods `setDisabled` and `isDisabled` faithfully ported.
DragAndDrop.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 18 public methods accounted for: `addSource`, `removeSource`, `addTarget`, `removeTarget`, `clear`, `cancelTouchFocusExcept`, `setTapSquareSize`, `setButton`, `setDragActorPosition`, `setTouchOffset`, `isDragging`, `getDragActor`, `getDragPayload`, `getDragSource`, `setDragTime`, `getDragTime`, `isDragValid`, `setCancelTouchFocus`, `setKeepWithinStage`. Inner classes `Source`, `Target`, `Payload` all present with full method sets.
DragListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 20 public methods accounted for: `touchDown`, `touchDragged`, `touchUp`, `dragStart`, `drag`, `dragStop`, `cancel`, `isDragging`, `setTapSquareSize`, `getTapSquareSize`, `getTouchDownX`, `getTouchDownY`, `getStageTouchDownX`, `getStageTouchDownY`, `getDragStartX`, `setDragStartX`, `getDragStartY`, `setDragStartY`, `getDragX`, `getDragY`, `getDragDistance`, `getDeltaX`, `getDeltaY`, `getButton`, `setButton`.
DragScrollListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 8 public methods: constructor, `setup`, `getScrollPixels`, `drag`, `dragStop`, `isAbove`, `isBelow`, `scroll`, `setPadding`. Private `scrollUp`/`scrollDown` Timer.Task fields present.
Drawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 15 methods accounted for: `draw`, 4 getter/setter pairs for leftWidth/rightWidth/topHeight/bottomHeight, 3 `setPadding` overloads, `getMinWidth`, `setMinWidth`, `getMinHeight`, `setMinHeight`, `setMinSize`.
FocusListener.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 3 public methods: `handle`, `keyboardFocusChanged`, `scrollFocusChanged`. Inner `FocusEvent` class with all 7 methods (`reset`, `isFocused`, `setFocused`, `getType`, `setType`, `getRelatedActor`, `setRelatedActor`) and `Type` enum faithfully ported.
Layout.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 12 abstract methods accounted for: `layout`, `invalidate`, `invalidateHierarchy`, `validate`, `pack`, `setFillParent`, `setLayoutEnabled`, `getMinWidth`, `getMinHeight`, `getPrefWidth`, `getPrefHeight`, `getMaxWidth`, `getMaxHeight`.
NinePatchDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 6 public methods: `draw` (2 overloads), `setPatch`, `getPatch`, `tint`. All 3 constructors present.
ScissorStack.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 6 public methods: `pushScissors`, `popScissors`, `peekScissors`, `calculateScissors` (2 overloads), `getViewport`. Private `fix` method present.
